part_number,time_period,Inventory,PositiveSlack,NegativeSlack,DemandSlack
part324,10,50184.0,0.0,18000.0,0.0
part324,11,41056.0,0.0,18000.0,0.0
part324,12,32200.0,0.0,18000.0,0.0
part324,13,23240.0,0.0,18000.0,0.0
part325,1,10770.0,0.0,20350.0,0.0
part325,2,21910.0,0.0,22500.0,0.0
part325,3,32820.0,0.0,22500.0,0.0
part325,4,42880.0,0.0,22500.0,0.0
part325,5,33940.0,0.0,11430.0,0.0
part325,6,23370.0,0.0,10450.0,0.0
part325,7,11540.0,0.0,11090.0,0.0
part325,8,0.0,0.0,11430.0,0.0
part325,9,0.0,0.0,11300.0,0.0
part325,10,0.0,0.0,22500.0,0.0
part325,11,0.0,0.0,22500.0,0.0
part325,12,0.0,0.0,22500.0,0.0
part325,13,0.0,0.0,22500.0,0.0
part326,1,5385.0,0.0,10860.0,0.0
part326,2,10955.0,0.0,11250.0,0.0
part326,3,16410.0,0.0,11250.0,0.0
part326,4,10830.0,0.0,5335.0,0.0
part326,5,5285.0,0.0,5480.0,0.0
part326,6,0.0,0.0,5715.0,0.0
part326,7,0.0,0.0,5225.0,0.0
part326,8,0.0,0.0,5545.0,0.0
part326,9,0.0,0.0,5715.0,0.0
part326,10,0.0,0.0,5650.0,0.0
part326,11,0.0,0.0,11250.0,0.0
part326,12,0.0,0.0,11250.0,0.0
part326,13,0.0,0.0,11250.0,0.0
part327,1,1077.0,0.0,2250.0,0.0
part327,2,2191.0,0.0,2250.0,0.0
part327,3,3282.0,0.0,2250.0,0.0
part327,4,4288.0,0.0,2250.0,0.0
part327,5,5379.0,0.0,2250.0,0.0
part327,6,6522.0,0.0,2250.0,0.0
part327,7,7539.0,0.0,2250.0,0.0
part327,8,8585.0,0.0,2250.0,0.0
part327,9,9678.0,0.0,2250.0,0.0
part327,10,10673.0,0.0,2250.0,0.0
part327,11,11732.0,0.0,2250.0,0.0
part327,12,12825.0,0.0,2250.0,0.0
part327,13,11705.0,0.0,2250.0,0.0
part328,1,0.0,-0.0,0.0,0.0
part328,2,0.0,-0.0,0.0,0.0
part328,3,0.0,-0.0,0.0,0.0
part328,4,0.0,-0.0,0.0,0.0
part328,5,0.0,-0.0,0.0,0.0
part328,6,0.0,-0.0,0.0,0.0
part328,7,0.0,-0.0,0.0,0.0
part328,8,0.0,-0.0,0.0,0.0
part328,9,0.0,-0.0,0.0,0.0
part328,10,0.0,-0.0,0.0,0.0
part328,11,0.0,-0.0,0.0,0.0
part328,12,0.0,-0.0,0.0,0.0
part328,13,0.0,-0.0,0.0,0.0
part329,1,6462.0,0.0,12828.0,0.0
part329,2,13146.0,0.0,13500.0,0.0
part329,3,7164.0,0.0,6846.0,0.0
part329,4,0.0,0.0,7158.0,0.0
part329,5,0.0,0.0,6402.0,0.0
part329,6,0.0,0.0,6576.0,0.0
part329,7,0.0,0.0,6858.0,0.0
part329,8,0.0,0.0,6270.0,0.0
part329,9,0.0,0.0,6654.0,0.0
part329,10,0.0,0.0,6858.0,0.0
part329,11,0.0,0.0,6780.0,0.0
part329,12,0.0,0.0,13500.0,0.0
part329,13,0.0,0.0,13500.0,0.0
part33,1,8616.0,0.0,18000.0,0.0
part33,2,17528.0,0.0,18000.0,0.0
part33,3,26256.0,0.0,18000.0,0.0
part33,4,34304.0,0.0,18000.0,0.0
part33,5,43032.0,0.0,18000.0,0.0
part33,6,52176.0,0.0,18000.0,0.0
part33,7,60312.0,0.0,18000.0,0.0
part33,8,68680.0,0.0,18000.0,0.0
part33,9,77424.0,0.0,18000.0,0.0
part33,10,85384.0,0.0,18000.0,0.0
part33,11,93856.0,0.0,18000.0,0.0
part33,12,102600.0,0.0,18000.0,0.0
part33,13,93640.0,0.0,18000.0,0.0
part330,1,10770.0,0.0,22500.0,0.0
part330,2,21910.0,0.0,22500.0,0.0
part330,3,32820.0,0.0,22500.0,0.0
part330,4,42880.0,0.0,22500.0,0.0
part330,5,53790.0,0.0,22500.0,0.0
part330,6,65220.0,0.0,22500.0,0.0
part330,7,75390.0,0.0,22500.0,0.0
part330,8,85850.0,0.0,22500.0,0.0
part330,9,96780.0,0.0,22500.0,0.0
part330,10,106730.0,0.0,22500.0,0.0
part330,11,95320.0,0.0,22500.0,0.0
part330,12,84250.0,0.0,22500.0,0.0
part330,13,73050.0,0.0,22500.0,0.0
part331,1,4308.0,0.0,8688.0,0.0
part331,2,8764.0,0.0,9000.0,0.0
part331,3,13128.0,0.0,9000.0,0.0
part331,4,8664.0,0.0,4268.0,0.0
part331,5,4228.0,0.0,4384.0,0.0
part331,6,0.0,0.0,4572.0,0.0
part331,7,0.0,0.0,4180.0,0.0
part331,8,0.0,0.0,4436.0,0.0
part331,9,0.0,0.0,4572.0,0.0
part331,10,0.0,0.0,4520.0,0.0
part331,11,0.0,0.0,9000.0,0.0
part331,12,0.0,0.0,9000.0,0.0
part331,13,0.0,0.0,9000.0,0.0
part332,1,9693.0,0.0,20250.0,0.0
part332,2,19719.0,0.0,20250.0,0.0
part332,3,29538.0,0.0,20250.0,0.0
part332,4,38592.0,0.0,20250.0,0.0
part332,5,48411.0,0.0,20250.0,0.0
part332,6,58698.0,0.0,20250.0,0.0
part332,7,67851.0,0.0,20250.0,0.0
part332,8,77265.0,0.0,20250.0,0.0
part332,9,87102.0,0.0,20250.0,0.0
part332,10,96057.0,0.0,20250.0,0.0
part332,11,105588.0,0.0,20250.0,0.0
part332,12,115425.0,0.0,20250.0,0.0
part332,13,105345.0,0.0,20250.0,0.0
part333,1,6462.0,0.0,13500.0,0.0
part333,2,13146.0,0.0,13500.0,0.0
part333,3,19692.0,0.0,13500.0,0.0
part333,4,25728.0,0.0,13500.0,0.0
part333,5,32274.0,0.0,13500.0,0.0
part333,6,39132.0,0.0,13500.0,0.0
part333,7,45234.0,0.0,13500.0,0.0
part333,8,38310.0,0.0,13500.0,0.0
part333,9,31668.0,0.0,13500.0,0.0
part333,10,24438.0,0.0,13500.0,0.0
part333,11,17592.0,0.0,13500.0,0.0
part333,12,10950.0,0.0,13500.0,0.0
part333,13,4230.0,0.0,13500.0,0.0
part334,1,6462.0,0.0,13446.0,0.0
part334,2,0.0,0.0,6846.0,0.0
part334,3,0.0,0.0,6336.0,0.0
part334,4,0.0,0.0,6846.0,0.0
part334,5,0.0,0.0,7158.0,0.0
part334,6,0.0,0.0,6402.0,0.0
part334,7,0.0,0.0,6576.0,0.0
part334,8,0.0,0.0,6858.0,0.0
part334,9,0.0,0.0,6270.0,0.0
part334,10,0.0,0.0,6654.0,0.0
part334,11,0.0,0.0,6858.0,0.0
part334,12,0.0,0.0,6780.0,0.0
part334,13,0.0,0.0,13500.0,0.0
part335,1,10770.0,0.0,18750.0,0.0
part335,2,21910.0,0.0,22500.0,0.0
part335,3,32820.0,0.0,22500.0,0.0
part335,4,42880.0,0.0,22500.0,0.0
part335,5,53790.0,0.0,22500.0,0.0
part335,6,65220.0,0.0,22500.0,0.0
part335,7,57140.0,0.0,11300.0,0.0
part335,8,45600.0,0.0,22500.0,0.0
part335,9,34530.0,0.0,22500.0,0.0
part335,10,22480.0,0.0,22500.0,0.0
part335,11,11070.0,0.0,22500.0,0.0
part335,12,0.0,0.0,22500.0,0.0
part335,13,0.0,0.0,22500.0,0.0
part336,1,8616.0,0.0,18000.0,0.0
part336,2,17528.0,0.0,18000.0,0.0
part336,3,26256.0,0.0,18000.0,0.0
part336,4,34304.0,0.0,18000.0,0.0
part336,5,43032.0,0.0,18000.0,0.0
part336,6,52176.0,0.0,18000.0,0.0
part336,7,60312.0,0.0,18000.0,0.0
part336,8,68680.0,0.0,18000.0,0.0
part336,9,77424.0,0.0,18000.0,0.0
part336,10,67784.0,0.0,18000.0,0.0
part336,11,58656.0,0.0,18000.0,0.0
part336,12,49800.0,0.0,18000.0,0.0
part336,13,40840.0,0.0,18000.0,0.0
part337,1,6462.0,0.0,13500.0,0.0
part337,2,13146.0,0.0,13500.0,0.0
part337,3,19692.0,0.0,13500.0,0.0
part337,4,25728.0,0.0,13500.0,0.0
part337,5,32274.0,0.0,13500.0,0.0
part337,6,39132.0,0.0,13500.0,0.0
part337,7,45234.0,0.0,13500.0,0.0
part337,8,38310.0,0.0,13500.0,0.0
part337,9,31668.0,0.0,13500.0,0.0
part337,10,24438.0,0.0,13500.0,0.0
part337,11,17592.0,0.0,13500.0,0.0
part337,12,10950.0,0.0,13500.0,0.0
part337,13,4230.0,0.0,13500.0,0.0
part338,1,2154.0,0.0,3750.0,0.0
part338,2,4382.0,0.0,4500.0,0.0
part338,3,6564.0,0.0,4500.0,0.0
part338,4,8576.0,0.0,4500.0,0.0
part338,5,10758.0,0.0,4500.0,0.0
part338,6,13044.0,0.0,4500.0,0.0
part338,7,11428.0,0.0,2260.0,0.0
part338,8,9120.0,0.0,4500.0,0.0
part338,9,6906.0,0.0,4500.0,0.0
part338,10,4496.0,0.0,4500.0,0.0
part338,11,2214.0,0.0,4500.0,0.0
part338,12,0.0,0.0,4500.0,0.0
part338,13,0.0,0.0,4500.0,0.0
part339,1,6462.0,0.0,11250.0,0.0
part339,2,13146.0,0.0,13500.0,0.0
part339,3,19692.0,0.0,13500.0,0.0
part339,4,25728.0,0.0,13500.0,0.0
part339,5,32274.0,0.0,13500.0,0.0
part339,6,39132.0,0.0,13500.0,0.0
part339,7,34284.0,0.0,6780.0,0.0
part339,8,27360.0,0.0,13500.0,0.0
part339,9,20718.0,0.0,13500.0,0.0
part339,10,13488.0,0.0,13500.0,0.0
part339,11,6642.0,0.0,13500.0,0.0
part339,12,0.0,0.0,13500.0,0.0
part339,13,0.0,0.0,13500.0,0.0
part34,1,5385.0,0.0,9375.0,0.0
part34,2,10955.0,0.0,11250.0,0.0
part34,3,16410.0,0.0,11250.0,0.0
part34,4,21440.0,0.0,11250.0,0.0
part34,5,26895.0,0.0,11250.0,0.0
part34,6,32610.0,0.0,11250.0,0.0
part34,7,28570.0,0.0,5650.0,0.0
part34,8,22800.0,0.0,11250.0,0.0
part34,9,17265.0,0.0,11250.0,0.0
part34,10,11240.0,0.0,11250.0,0.0
part34,11,5535.0,0.0,11250.0,0.0
part34,12,0.0,0.0,11250.0,0.0
part34,13,0.0,0.0,11250.0,0.0
part340,1,5385.0,0.0,11250.0,0.0
part340,2,10955.0,0.0,11250.0,0.0
part340,3,16410.0,0.0,11250.0,0.0
part340,4,21440.0,0.0,11250.0,0.0
part340,5,26895.0,0.0,11250.0,0.0
part340,6,32610.0,0.0,11250.0,0.0
part340,7,37695.0,0.0,11250.0,0.0
part340,8,42925.0,0.0,11250.0,0.0
part340,9,48390.0,0.0,11250.0,0.0
part340,10,53365.0,0.0,11250.0,0.0
part340,11,58660.0,0.0,11250.0,0.0
part340,12,53125.0,0.0,11250.0,0.0
part340,13,47525.0,0.0,11250.0,0.0
part341,1,2154.0,0.0,4482.0,0.0
part341,2,0.0,0.0,2282.0,0.0
part341,3,0.0,0.0,2112.0,0.0
part341,4,0.0,0.0,2282.0,0.0
part341,5,0.0,0.0,2386.0,0.0
part341,6,0.0,0.0,2134.0,0.0
part341,7,0.0,0.0,2192.0,0.0
part341,8,0.0,0.0,2286.0,0.0
part341,9,0.0,0.0,2090.0,0.0
part341,10,0.0,0.0,2218.0,0.0
part341,11,0.0,0.0,2286.0,0.0
part341,12,0.0,0.0,2260.0,0.0
part341,13,0.0,0.0,4500.0,0.0
part342,1,3231.0,0.0,6414.0,0.0
part342,2,6573.0,0.0,6750.0,0.0
part342,3,3582.0,0.0,3423.0,0.0
part342,4,0.0,0.0,3579.0,0.0
part342,5,0.0,0.0,3201.0,0.0
part342,6,0.0,0.0,3288.0,0.0
part342,7,0.0,0.0,3429.0,0.0
part342,8,0.0,0.0,3135.0,0.0
part342,9,0.0,0.0,3327.0,0.0
part342,10,0.0,0.0,3429.0,0.0
part342,11,0.0,0.0,3390.0,0.0
part342,12,0.0,0.0,6750.0,0.0
part342,13,0.0,0.0,6750.0,0.0
part343,1,6462.0,0.0,13500.0,0.0
part343,2,13146.0,0.0,13500.0,0.0
part343,3,19692.0,0.0,13500.0,0.0
part343,4,25728.0,0.0,13500.0,0.0
part343,5,32274.0,0.0,13500.0,0.0
part343,6,39132.0,0.0,13500.0,0.0
part343,7,45234.0,0.0,13500.0,0.0
part343,8,51510.0,0.0,13500.0,0.0
part343,9,44868.0,0.0,13500.0,0.0
part343,10,37638.0,0.0,13500.0,0.0
part343,11,30792.0,0.0,13500.0,0.0
part343,12,24150.0,0.0,13500.0,0.0
part343,13,17430.0,0.0,13500.0,0.0
part344,1,5385.0,0.0,11250.0,0.0
part344,2,10955.0,0.0,11250.0,0.0
part344,3,16410.0,0.0,11250.0,0.0
part344,4,21440.0,0.0,11250.0,0.0
part344,5,26895.0,0.0,11250.0,0.0
part344,6,32610.0,0.0,11250.0,0.0
part344,7,37695.0,0.0,11250.0,0.0
part344,8,42925.0,0.0,11250.0,0.0
part344,9,48390.0,0.0,11250.0,0.0
part344,10,42365.0,0.0,11250.0,0.0
part344,11,36660.0,0.0,11250.0,0.0
part344,12,31125.0,0.0,11250.0,0.0
part344,13,25525.0,0.0,11250.0,0.0
part345,1,2154.0,0.0,4500.0,0.0
part345,2,4382.0,0.0,4500.0,0.0
part345,3,6564.0,0.0,4500.0,0.0
part345,4,8576.0,0.0,4500.0,0.0
part345,5,10758.0,0.0,4500.0,0.0
part345,6,13044.0,0.0,4500.0,0.0
part345,7,15078.0,0.0,4500.0,0.0
part345,8,17170.0,0.0,4500.0,0.0
part345,9,19356.0,0.0,4500.0,0.0
part345,10,21346.0,0.0,4500.0,0.0
part345,11,19064.0,0.0,4500.0,0.0
part345,12,16850.0,0.0,4500.0,0.0
part345,13,14610.0,0.0,4500.0,0.0
part346,1,0.0,-0.0,0.0,0.0
part346,2,0.0,-0.0,0.0,0.0
part346,3,0.0,-0.0,0.0,0.0
part346,4,0.0,-0.0,0.0,0.0
part346,5,0.0,-0.0,0.0,0.0
part346,6,0.0,-0.0,0.0,0.0
part346,7,0.0,-0.0,0.0,0.0
part346,8,0.0,-0.0,0.0,0.0
part346,9,0.0,-0.0,0.0,0.0
part346,10,0.0,-0.0,0.0,0.0
part346,11,0.0,-0.0,0.0,0.0
part346,12,0.0,-0.0,0.0,0.0
part346,13,0.0,-0.0,0.0,0.0
part347,1,8616.0,0.0,15384.0,0.0
part347,2,17528.0,0.0,18000.0,0.0
part347,3,26256.0,0.0,18000.0,0.0
part347,4,34304.0,0.0,18000.0,0.0
part347,5,43032.0,0.0,18000.0,0.0
part347,6,37192.0,0.0,8872.0,0.0
part347,7,27728.0,0.0,9144.0,0.0
part347,8,18496.0,0.0,9040.0,0.0
part347,9,9640.0,0.0,18000.0,0.0
part347,10,0.0,0.0,18000.0,0.0
part347,11,0.0,0.0,18000.0,0.0
part347,12,0.0,0.0,18000.0,0.0
part347,13,0.0,0.0,18000.0,0.0
part348,1,7539.0,0.0,15750.0,0.0
part348,2,15337.0,0.0,15750.0,0.0
part348,3,22974.0,0.0,15750.0,0.0
part348,4,30016.0,0.0,15750.0,0.0
part348,5,37653.0,0.0,15750.0,0.0
part348,6,45654.0,0.0,15750.0,0.0
part348,7,52773.0,0.0,15750.0,0.0
part348,8,60095.0,0.0,15750.0,0.0
part348,9,67746.0,0.0,15750.0,0.0
part348,10,74711.0,0.0,15750.0,0.0
part348,11,82124.0,0.0,15750.0,0.0
part348,12,89775.0,0.0,15750.0,0.0
part348,13,81935.0,0.0,15750.0,0.0
part349,1,8616.0,0.0,15384.0,0.0
part349,2,17528.0,0.0,18000.0,0.0
part349,3,26256.0,0.0,18000.0,0.0
part349,4,34304.0,0.0,18000.0,0.0
part349,5,43032.0,0.0,18000.0,0.0
part349,6,37192.0,0.0,8872.0,0.0
part349,7,27728.0,0.0,9144.0,0.0
part349,8,18496.0,0.0,9040.0,0.0
part349,9,9640.0,0.0,18000.0,0.0
part349,10,0.0,0.0,18000.0,0.0
part349,11,0.0,0.0,18000.0,0.0
part349,12,0.0,0.0,18000.0,0.0
part349,13,0.0,0.0,18000.0,0.0
part35,1,4308.0,0.0,9000.0,0.0
part35,2,8764.0,0.0,9000.0,0.0
part35,3,13128.0,0.0,9000.0,0.0
part35,4,17152.0,0.0,9000.0,0.0
part35,5,21516.0,0.0,9000.0,0.0
part35,6,26088.0,0.0,9000.0,0.0
part35,7,30156.0,0.0,9000.0,0.0
part35,8,34340.0,0.0,9000.0,0.0
part35,9,38712.0,0.0,9000.0,0.0
part35,10,33892.0,0.0,9000.0,0.0
part35,11,29328.0,0.0,9000.0,0.0
part35,12,24900.0,0.0,9000.0,0.0
part35,13,20420.0,0.0,9000.0,0.0
part350,1,10770.0,0.0,21380.0,0.0
part350,2,21910.0,0.0,22500.0,0.0
part350,3,11940.0,0.0,11410.0,0.0
part350,4,0.0,0.0,11930.0,0.0
part350,5,0.0,0.0,10670.0,0.0
part350,6,0.0,0.0,10960.0,0.0
part350,7,0.0,0.0,11430.0,0.0
part350,8,0.0,0.0,10450.0,0.0
part350,9,0.0,0.0,11090.0,0.0
part350,10,0.0,0.0,11430.0,0.0
part350,11,0.0,0.0,11300.0,0.0
part350,12,0.0,0.0,22500.0,0.0
part350,13,0.0,0.0,22500.0,0.0
part351,1,5385.0,0.0,11250.0,0.0
part351,2,10955.0,0.0,11250.0,0.0
part351,3,16410.0,0.0,11250.0,0.0
part351,4,21440.0,0.0,11250.0,0.0
part351,5,26895.0,0.0,11250.0,0.0
part351,6,32610.0,0.0,11250.0,0.0
part351,7,37695.0,0.0,11250.0,0.0
part351,8,42925.0,0.0,11250.0,0.0
part351,9,48390.0,0.0,11250.0,0.0
part351,10,53365.0,0.0,11250.0,0.0
part351,11,58660.0,0.0,11250.0,0.0
part351,12,64125.0,0.0,11250.0,0.0
part351,13,58525.0,0.0,11250.0,0.0
part352,1,10770.0,0.0,21720.0,0.0
part352,2,21910.0,0.0,22500.0,0.0
part352,3,32820.0,0.0,22500.0,0.0
part352,4,21660.0,0.0,10670.0,0.0
part352,5,10570.0,0.0,10960.0,0.0
part352,6,0.0,0.0,11430.0,0.0
part352,7,0.0,0.0,10450.0,0.0
part352,8,0.0,0.0,11090.0,0.0
part352,9,0.0,0.0,11430.0,0.0
part352,10,0.0,0.0,11300.0,0.0
part352,11,0.0,0.0,22500.0,0.0
part352,12,0.0,0.0,22500.0,0.0
part352,13,0.0,0.0,22500.0,0.0
part353,1,7539.0,0.0,13461.0,0.0
part353,2,15337.0,0.0,15750.0,0.0
part353,3,22974.0,0.0,15750.0,0.0
part353,4,30016.0,0.0,15750.0,0.0
part353,5,37653.0,0.0,15750.0,0.0
part353,6,32543.0,0.0,7763.0,0.0
part353,7,24262.0,0.0,8001.0,0.0
part353,8,16184.0,0.0,7910.0,0.0
part353,9,8435.0,0.0,15750.0,0.0
part353,10,0.0,0.0,15750.0,0.0
part353,11,0.0,0.0,15750.0,0.0
part353,12,0.0,0.0,15750.0,0.0
part353,13,0.0,0.0,15750.0,0.0
part354,1,3231.0,0.0,5769.0,0.0
part354,2,6573.0,0.0,6750.0,0.0
part354,3,9846.0,0.0,6750.0,0.0
part354,4,12864.0,0.0,6750.0,0.0
part354,5,16137.0,0.0,6750.0,0.0
part354,6,13947.0,0.0,3327.0,0.0
part354,7,10398.0,0.0,3429.0,0.0
part354,8,6936.0,0.0,3390.0,0.0
part354,9,3615.0,0.0,6750.0,0.0
part354,10,0.0,0.0,6750.0,0.0
part354,11,0.0,0.0,6750.0,0.0
part354,12,0.0,0.0,6750.0,0.0
part354,13,0.0,0.0,6750.0,0.0
part355,1,2154.0,0.0,4070.0,0.0
part355,2,4382.0,0.0,4500.0,0.0
part355,3,6564.0,0.0,4500.0,0.0
part355,4,8576.0,0.0,4500.0,0.0
part355,5,6788.0,0.0,2286.0,0.0
part355,6,4674.0,0.0,2090.0,0.0
part355,7,2308.0,0.0,2218.0,0.0
part355,8,0.0,0.0,2286.0,0.0
part355,9,0.0,0.0,2260.0,0.0
part355,10,0.0,0.0,4500.0,0.0
part355,11,0.0,0.0,4500.0,0.0
part355,12,0.0,0.0,4500.0,0.0
part355,13,0.0,0.0,4500.0,0.0
part356,1,2154.0,0.0,4344.0,0.0
part356,2,4382.0,0.0,4500.0,0.0
part356,3,6564.0,0.0,4500.0,0.0
part356,4,4332.0,0.0,2134.0,0.0
part356,5,2114.0,0.0,2192.0,0.0
part356,6,0.0,0.0,2286.0,0.0
part356,7,0.0,0.0,2090.0,0.0
part356,8,0.0,0.0,2218.0,0.0
part356,9,0.0,0.0,2286.0,0.0
part356,10,0.0,0.0,2260.0,0.0
part356,11,0.0,0.0,4500.0,0.0
part356,12,0.0,0.0,4500.0,0.0
part356,13,0.0,0.0,4500.0,0.0
part357,1,6462.0,0.0,13500.0,0.0
part357,2,13146.0,0.0,13500.0,0.0
part357,3,19692.0,0.0,13500.0,0.0
part357,4,25728.0,0.0,13500.0,0.0
part357,5,32274.0,0.0,13500.0,0.0
part357,6,39132.0,0.0,13500.0,0.0
part357,7,45234.0,0.0,13500.0,0.0
part357,8,51510.0,0.0,13500.0,0.0
part357,9,58068.0,0.0,13500.0,0.0
part357,10,50838.0,0.0,13500.0,0.0
part357,11,43992.0,0.0,13500.0,0.0
part357,12,37350.0,0.0,13500.0,0.0
part357,13,30630.0,0.0,13500.0,0.0
part358,1,6462.0,0.0,13500.0,0.0
part358,2,13146.0,0.0,13500.0,0.0
part358,3,19692.0,0.0,13500.0,0.0
part358,4,25728.0,0.0,13500.0,0.0
part358,5,32274.0,0.0,13500.0,0.0
part358,6,39132.0,0.0,13500.0,0.0
part358,7,45234.0,0.0,13500.0,0.0
part358,8,51510.0,0.0,13500.0,0.0
part358,9,58068.0,0.0,13500.0,0.0
part358,10,64038.0,0.0,13500.0,0.0
part358,11,57192.0,0.0,13500.0,0.0
part358,12,50550.0,0.0,13500.0,0.0
part358,13,43830.0,0.0,13500.0,0.0
part359,1,4308.0,0.0,9000.0,0.0
part359,2,8764.0,0.0,9000.0,0.0
part359,3,13128.0,0.0,9000.0,0.0
part359,4,17152.0,0.0,9000.0,0.0
part359,5,21516.0,0.0,9000.0,0.0
part359,6,26088.0,0.0,9000.0,0.0
part359,7,30156.0,0.0,9000.0,0.0
part359,8,34340.0,0.0,9000.0,0.0
part359,9,38712.0,0.0,9000.0,0.0
part359,10,42692.0,0.0,9000.0,0.0
part359,11,46928.0,0.0,9000.0,0.0
part359,12,51300.0,0.0,9000.0,0.0
part359,13,55620.0,0.0,9000.0,0.0
part36,1,9693.0,0.0,16875.0,0.0
part36,2,19719.0,0.0,20250.0,0.0
part36,3,29538.0,0.0,20250.0,0.0
part36,4,38592.0,0.0,20250.0,0.0
part36,5,48411.0,0.0,20250.0,0.0
part36,6,58698.0,0.0,20250.0,0.0
part36,7,51426.0,0.0,10170.0,0.0
part36,8,41040.0,0.0,20250.0,0.0
part36,9,31077.0,0.0,20250.0,0.0
part36,10,20232.0,0.0,20250.0,0.0
part36,11,9963.0,0.0,20250.0,0.0
part36,12,0.0,0.0,20250.0,0.0
part36,13,0.0,0.0,20250.0,0.0
part360,1,9693.0,0.0,20250.0,0.0
part360,2,19719.0,0.0,20250.0,0.0
part360,3,29538.0,0.0,20250.0,0.0
part360,4,38592.0,0.0,20250.0,0.0
part360,5,48411.0,0.0,20250.0,0.0
part360,6,58698.0,0.0,20250.0,0.0
part360,7,67851.0,0.0,20250.0,0.0
part360,8,77265.0,0.0,20250.0,0.0
part360,9,87102.0,0.0,20250.0,0.0
part360,10,76257.0,0.0,20250.0,0.0
part360,11,65988.0,0.0,20250.0,0.0
part360,12,56025.0,0.0,20250.0,0.0
part360,13,45945.0,0.0,20250.0,0.0
part361,1,4308.0,0.0,9000.0,0.0
part361,2,8764.0,0.0,9000.0,0.0
part361,3,13128.0,0.0,9000.0,0.0
part361,4,17152.0,0.0,9000.0,0.0
part361,5,21516.0,0.0,9000.0,0.0
part361,6,26088.0,0.0,9000.0,0.0
part361,7,30156.0,0.0,9000.0,0.0
part361,8,34340.0,0.0,9000.0,0.0
part361,9,29912.0,0.0,9000.0,0.0
part361,10,25092.0,0.0,9000.0,0.0
part361,11,20528.0,0.0,9000.0,0.0
part361,12,16100.0,0.0,9000.0,0.0
part361,13,11620.0,0.0,9000.0,0.0
part362,1,5385.0,0.0,11205.0,0.0
part362,2,0.0,0.0,5705.0,0.0
part362,3,0.0,0.0,5280.0,0.0
part362,4,0.0,0.0,5705.0,0.0
part362,5,0.0,0.0,5965.0,0.0
part362,6,0.0,0.0,5335.0,0.0
part362,7,0.0,0.0,5480.0,0.0
part362,8,0.0,0.0,5715.0,0.0
part362,9,0.0,0.0,5225.0,0.0
part362,10,0.0,0.0,5545.0,0.0
part362,11,0.0,0.0,5715.0,0.0
part362,12,0.0,0.0,5650.0,0.0
part362,13,0.0,0.0,11250.0,0.0
part363,1,4308.0,0.0,9000.0,0.0
part363,2,8764.0,0.0,9000.0,0.0
part363,3,13128.0,0.0,9000.0,0.0
part363,4,17152.0,0.0,9000.0,0.0
part363,5,21516.0,0.0,9000.0,0.0
part363,6,26088.0,0.0,9000.0,0.0
part363,7,30156.0,0.0,9000.0,0.0
part363,8,34340.0,0.0,9000.0,0.0
part363,9,38712.0,0.0,9000.0,0.0
part363,10,42692.0,0.0,9000.0,0.0
part363,11,46928.0,0.0,9000.0,0.0
part363,12,42500.0,0.0,9000.0,0.0
part363,13,38020.0,0.0,9000.0,0.0
part364,1,2154.0,0.0,4070.0,0.0
part364,2,4382.0,0.0,4500.0,0.0
part364,3,6564.0,0.0,4500.0,0.0
part364,4,8576.0,0.0,4500.0,0.0
part364,5,6788.0,0.0,2286.0,0.0
part364,6,4674.0,0.0,2090.0,0.0
part364,7,2308.0,0.0,2218.0,0.0
part364,8,0.0,0.0,2286.0,0.0
part364,9,0.0,0.0,2260.0,0.0
part364,10,0.0,0.0,4500.0,0.0
part364,11,0.0,0.0,4500.0,0.0
part364,12,0.0,0.0,4500.0,0.0
part364,13,0.0,0.0,4500.0,0.0
part365,1,7539.0,0.0,15750.0,0.0
part365,2,15337.0,0.0,15750.0,0.0
part365,3,22974.0,0.0,15750.0,0.0
part365,4,30016.0,0.0,15750.0,0.0
part365,5,37653.0,0.0,15750.0,0.0
part365,6,45654.0,0.0,15750.0,0.0
part365,7,52773.0,0.0,15750.0,0.0
part365,8,60095.0,0.0,15750.0,0.0
part365,9,52346.0,0.0,15750.0,0.0
part365,10,43911.0,0.0,15750.0,0.0
part365,11,35924.0,0.0,15750.0,0.0
part365,12,28175.0,0.0,15750.0,0.0
part365,13,20335.0,0.0,15750.0,0.0
part366,1,0.0,-0.0,0.0,0.0
part366,2,0.0,-0.0,0.0,0.0
part366,3,0.0,-0.0,0.0,0.0
part366,4,0.0,-0.0,0.0,0.0
part366,5,0.0,-0.0,0.0,0.0
part366,6,0.0,-0.0,0.0,0.0
part366,7,0.0,-0.0,0.0,0.0
part366,8,0.0,-0.0,0.0,0.0
part366,9,0.0,-0.0,0.0,0.0
part366,10,0.0,-0.0,0.0,0.0
part366,11,0.0,-0.0,0.0,0.0
part366,12,0.0,-0.0,0.0,0.0
part366,13,0.0,-0.0,0.0,0.0
part367,1,9693.0,0.0,20250.0,0.0
part367,2,19719.0,0.0,20250.0,0.0
part367,3,29538.0,0.0,20250.0,0.0
part367,4,38592.0,0.0,20250.0,0.0
part367,5,48411.0,0.0,20250.0,0.0
part367,6,58698.0,0.0,20250.0,0.0
part367,7,67851.0,0.0,20250.0,0.0
part367,8,57465.0,0.0,20250.0,0.0
part367,9,47502.0,0.0,20250.0,0.0
part367,10,36657.0,0.0,20250.0,0.0
part367,11,26388.0,0.0,20250.0,0.0
part367,12,16425.0,0.0,20250.0,0.0
part367,13,6345.0,0.0,20250.0,0.0
