part_number,time_period,mode,OrderQty,ArrivalQty
part24,10,P,0.0,0.0
part24,10,R,0.0,0.0
part24,11,P,0.0,0.0
part24,11,R,0.0,0.0
part24,12,P,0.0,0.0
part24,12,R,0.0,0.0
part24,13,P,0.0,0.0
part24,13,R,0.0,7840.0
part240,1,P,0.0,0.0
part240,1,R,63.0,0.0
part240,2,P,0.0,0.0
part240,2,R,7763.0,63.0
part240,3,P,0.0,0.0
part240,3,R,8358.0,7763.0
part240,4,P,0.0,0.0
part240,4,R,7763.0,8358.0
part240,5,P,0.0,0.0
part240,5,R,7399.0,7763.0
part240,6,P,0.0,0.0
part240,6,R,8281.0,7399.0
part240,7,P,0.0,0.0
part240,7,R,8078.0,8281.0
part240,8,P,0.0,0.0
part240,8,R,7749.0,8078.0
part240,9,P,0.0,0.0
part240,9,R,8435.0,7749.0
part240,10,P,0.0,0.0
part240,10,R,7987.0,8435.0
part240,11,P,0.0,0.0
part240,11,R,7749.0,7987.0
part240,12,P,0.0,0.0
part240,12,R,7840.0,7749.0
part240,13,P,0.0,0.0
part240,13,R,0.0,7840.0
part241,1,P,0.0,0.0
part241,1,R,0.0,0.0
part241,2,P,0.0,0.0
part241,2,R,0.0,0.0
part241,3,P,0.0,0.0
part241,3,R,0.0,0.0
part241,4,P,0.0,0.0
part241,4,R,0.0,0.0
part241,5,P,0.0,0.0
part241,5,R,0.0,0.0
part241,6,P,0.0,0.0
part241,6,R,0.0,0.0
part241,7,P,0.0,0.0
part241,7,R,0.0,0.0
part241,8,P,0.0,0.0
part241,8,R,0.0,0.0
part241,9,P,0.0,0.0
part241,9,R,0.0,0.0
part241,10,P,0.0,0.0
part241,10,R,0.0,0.0
part241,11,P,0.0,0.0
part241,11,R,0.0,0.0
part241,12,P,0.0,0.0
part241,12,R,0.0,0.0
part241,13,P,0.0,0.0
part241,13,R,0.0,0.0
part242,1,P,0.0,0.0
part242,1,R,0.0,0.0
part242,2,P,0.0,0.0
part242,2,R,0.0,0.0
part242,3,P,0.0,0.0
part242,3,R,0.0,0.0
part242,4,P,0.0,0.0
part242,4,R,0.0,0.0
part242,5,P,0.0,0.0
part242,5,R,0.0,0.0
part242,6,P,0.0,0.0
part242,6,R,0.0,0.0
part242,7,P,0.0,0.0
part242,7,R,0.0,0.0
part242,8,P,0.0,0.0
part242,8,R,0.0,0.0
part242,9,P,0.0,0.0
part242,9,R,0.0,0.0
part242,10,P,0.0,0.0
part242,10,R,0.0,0.0
part242,11,P,0.0,0.0
part242,11,R,0.0,0.0
part242,12,P,0.0,0.0
part242,12,R,0.0,0.0
part242,13,P,0.0,0.0
part242,13,R,0.0,0.0
part243,1,P,0.0,0.0
part243,1,R,0.0,0.0
part243,2,P,0.0,0.0
part243,2,R,0.0,0.0
part243,3,P,0.0,0.0
part243,3,R,0.0,0.0
part243,4,P,0.0,0.0
part243,4,R,0.0,0.0
part243,5,P,0.0,0.0
part243,5,R,0.0,0.0
part243,6,P,0.0,0.0
part243,6,R,0.0,0.0
part243,7,P,0.0,0.0
part243,7,R,0.0,0.0
part243,8,P,0.0,0.0
part243,8,R,0.0,0.0
part243,9,P,0.0,0.0
part243,9,R,0.0,0.0
part243,10,P,0.0,0.0
part243,10,R,0.0,0.0
part243,11,P,0.0,0.0
part243,11,R,0.0,0.0
part243,12,P,0.0,0.0
part243,12,R,0.0,0.0
part243,13,P,0.0,0.0
part243,13,R,0.0,0.0
part244,1,P,0.0,0.0
part244,1,R,0.0,0.0
part244,2,P,0.0,0.0
part244,2,R,0.0,0.0
part244,3,P,0.0,0.0
part244,3,R,0.0,0.0
part244,4,P,0.0,0.0
part244,4,R,0.0,0.0
part244,5,P,0.0,0.0
part244,5,R,0.0,0.0
part244,6,P,0.0,0.0
part244,6,R,0.0,0.0
part244,7,P,0.0,0.0
part244,7,R,0.0,0.0
part244,8,P,0.0,0.0
part244,8,R,0.0,0.0
part244,9,P,0.0,0.0
part244,9,R,0.0,0.0
part244,10,P,0.0,0.0
part244,10,R,0.0,0.0
part244,11,P,0.0,0.0
part244,11,R,0.0,0.0
part244,12,P,0.0,0.0
part244,12,R,0.0,0.0
part244,13,P,0.0,0.0
part244,13,R,0.0,0.0
part245,1,P,0.0,0.0
part245,1,R,0.0,0.0
part245,2,P,0.0,0.0
part245,2,R,0.0,0.0
part245,3,P,0.0,0.0
part245,3,R,0.0,0.0
part245,4,P,0.0,0.0
part245,4,R,0.0,0.0
part245,5,P,0.0,0.0
part245,5,R,0.0,0.0
part245,6,P,0.0,0.0
part245,6,R,0.0,0.0
part245,7,P,0.0,0.0
part245,7,R,0.0,0.0
part245,8,P,0.0,0.0
part245,8,R,0.0,0.0
part245,9,P,0.0,0.0
part245,9,R,0.0,0.0
part245,10,P,0.0,0.0
part245,10,R,0.0,0.0
part245,11,P,0.0,0.0
part245,11,R,0.0,0.0
part245,12,P,0.0,0.0
part245,12,R,0.0,0.0
part245,13,P,0.0,0.0
part245,13,R,0.0,0.0
part246,1,P,0.0,0.0
part246,1,R,112.0,0.0
part246,2,P,0.0,0.0
part246,2,R,0.0,0.0
part246,3,P,0.0,0.0
part246,3,R,1109.0,112.0
part246,4,P,0.0,0.0
part246,4,R,1057.0,0.0
part246,5,P,0.0,0.0
part246,5,R,1183.0,1109.0
part246,6,P,0.0,0.0
part246,6,R,1154.0,1057.0
part246,7,P,0.0,0.0
part246,7,R,1107.0,1183.0
part246,8,P,0.0,0.0
part246,8,R,1205.0,1154.0
part246,9,P,0.0,0.0
part246,9,R,1141.0,1107.0
part246,10,P,0.0,0.0
part246,10,R,1107.0,1205.0
part246,11,P,0.0,0.0
part246,11,R,1120.0,1141.0
part246,12,P,0.0,0.0
part246,12,R,0.0,1107.0
part246,13,P,0.0,0.0
part246,13,R,0.0,1120.0
part247,1,P,0.0,0.0
part247,1,R,0.0,0.0
part247,2,P,0.0,0.0
part247,2,R,0.0,0.0
part247,3,P,0.0,0.0
part247,3,R,0.0,0.0
part247,4,P,0.0,0.0
part247,4,R,0.0,0.0
part247,5,P,0.0,0.0
part247,5,R,0.0,0.0
part247,6,P,0.0,0.0
part247,6,R,0.0,0.0
part247,7,P,0.0,0.0
part247,7,R,0.0,0.0
part247,8,P,0.0,0.0
part247,8,R,0.0,0.0
part247,9,P,0.0,0.0
part247,9,R,0.0,0.0
part247,10,P,0.0,0.0
part247,10,R,0.0,0.0
part247,11,P,0.0,0.0
part247,11,R,0.0,0.0
part247,12,P,0.0,0.0
part247,12,R,0.0,0.0
part247,13,P,0.0,0.0
part247,13,R,0.0,0.0
part248,1,P,0.0,0.0
part248,1,R,0.0,0.0
part248,2,P,0.0,0.0
part248,2,R,0.0,0.0
part248,3,P,0.0,0.0
part248,3,R,0.0,0.0
part248,4,P,0.0,0.0
part248,4,R,0.0,0.0
part248,5,P,0.0,0.0
part248,5,R,0.0,0.0
part248,6,P,0.0,0.0
part248,6,R,0.0,0.0
part248,7,P,0.0,0.0
part248,7,R,0.0,0.0
part248,8,P,0.0,0.0
part248,8,R,0.0,0.0
part248,9,P,0.0,0.0
part248,9,R,0.0,0.0
part248,10,P,0.0,0.0
part248,10,R,0.0,0.0
part248,11,P,0.0,0.0
part248,11,R,0.0,0.0
part248,12,P,0.0,0.0
part248,12,R,0.0,0.0
part248,13,P,0.0,0.0
part248,13,R,0.0,0.0
part249,1,P,0.0,0.0
part249,1,R,0.0,0.0
part249,2,P,0.0,0.0
part249,2,R,0.0,0.0
part249,3,P,0.0,0.0
part249,3,R,0.0,0.0
part249,4,P,0.0,0.0
part249,4,R,0.0,0.0
part249,5,P,0.0,0.0
part249,5,R,0.0,0.0
part249,6,P,0.0,0.0
part249,6,R,0.0,0.0
part249,7,P,0.0,0.0
part249,7,R,0.0,0.0
part249,8,P,0.0,0.0
part249,8,R,0.0,0.0
part249,9,P,0.0,0.0
part249,9,R,0.0,0.0
part249,10,P,0.0,0.0
part249,10,R,0.0,0.0
part249,11,P,0.0,0.0
part249,11,R,0.0,0.0
part249,12,P,0.0,0.0
part249,12,R,0.0,0.0
part249,13,P,0.0,0.0
part249,13,R,0.0,0.0
part25,1,P,0.0,0.0
part25,1,R,1125.0,0.0
part25,2,P,0.0,0.0
part25,2,R,0.0,0.0
part25,3,P,0.0,0.0
part25,3,R,0.0,0.0
part25,4,P,0.0,0.0
part25,4,R,0.0,0.0
part25,5,P,0.0,0.0
part25,5,R,0.0,0.0
part25,6,P,0.0,0.0
part25,6,R,0.0,0.0
part25,7,P,0.0,0.0
part25,7,R,3360.0,1125.0
part25,8,P,0.0,0.0
part25,8,R,0.0,0.0
part25,9,P,0.0,0.0
part25,9,R,0.0,0.0
part25,10,P,0.0,0.0
part25,10,R,0.0,0.0
part25,11,P,0.0,0.0
part25,11,R,0.0,0.0
part25,12,P,0.0,0.0
part25,12,R,0.0,0.0
part25,13,P,0.0,0.0
part25,13,R,0.0,3360.0
part250,1,P,0.0,0.0
part250,1,R,3270.0,0.0
part250,2,P,0.0,0.0
part250,2,R,0.0,0.0
part250,3,P,0.0,0.0
part250,3,R,0.0,0.0
part250,4,P,0.0,0.0
part250,4,R,0.0,0.0
part250,5,P,0.0,0.0
part250,5,R,0.0,0.0
part250,6,P,0.0,0.0
part250,6,R,11410.0,3270.0
part250,7,P,0.0,0.0
part250,7,R,11070.0,0.0
part250,8,P,0.0,0.0
part250,8,R,11200.0,0.0
part250,9,P,0.0,0.0
part250,9,R,0.0,0.0
part250,10,P,0.0,0.0
part250,10,R,0.0,0.0
part250,11,P,0.0,0.0
part250,11,R,0.0,11410.0
part250,12,P,0.0,0.0
part250,12,R,0.0,11070.0
part250,13,P,0.0,0.0
part250,13,R,0.0,11200.0
part251,1,P,0.0,0.0
part251,1,R,1935.0,0.0
part251,2,P,0.0,0.0
part251,2,R,0.0,0.0
part251,3,P,0.0,0.0
part251,3,R,0.0,0.0
part251,4,P,0.0,0.0
part251,4,R,0.0,0.0
part251,5,P,0.0,0.0
part251,5,R,9963.0,1935.0
part251,6,P,0.0,0.0
part251,6,R,10845.0,0.0
part251,7,P,0.0,0.0
part251,7,R,10269.0,0.0
part251,8,P,0.0,0.0
part251,8,R,9963.0,0.0
part251,9,P,0.0,0.0
part251,9,R,10080.0,9963.0
part251,10,P,0.0,0.0
part251,10,R,0.0,10845.0
part251,11,P,0.0,0.0
part251,11,R,0.0,10269.0
part251,12,P,0.0,0.0
part251,12,R,0.0,9963.0
part251,13,P,0.0,0.0
part251,13,R,0.0,10080.0
part252,1,P,0.0,0.0
part252,1,R,327.0,0.0
part252,2,P,0.0,0.0
part252,2,R,0.0,0.0
part252,3,P,0.0,0.0
part252,3,R,0.0,0.0
part252,4,P,0.0,0.0
part252,4,R,0.0,0.0
part252,5,P,0.0,0.0
part252,5,R,0.0,0.0
part252,6,P,0.0,0.0
part252,6,R,1141.0,327.0
part252,7,P,0.0,0.0
part252,7,R,1107.0,0.0
part252,8,P,0.0,0.0
part252,8,R,1120.0,0.0
part252,9,P,0.0,0.0
part252,9,R,0.0,0.0
part252,10,P,0.0,0.0
part252,10,R,0.0,0.0
part252,11,P,0.0,0.0
part252,11,R,0.0,1141.0
part252,12,P,0.0,0.0
part252,12,R,0.0,1107.0
part252,13,P,0.0,0.0
part252,13,R,0.0,1120.0
part253,1,P,0.0,0.0
part253,1,R,0.0,0.0
part253,2,P,0.0,0.0
part253,2,R,0.0,0.0
part253,3,P,0.0,0.0
part253,3,R,0.0,0.0
part253,4,P,0.0,0.0
part253,4,R,0.0,0.0
part253,5,P,0.0,0.0
part253,5,R,0.0,0.0
part253,6,P,0.0,0.0
part253,6,R,0.0,0.0
part253,7,P,0.0,0.0
part253,7,R,0.0,0.0
part253,8,P,0.0,0.0
part253,8,R,0.0,0.0
part253,9,P,0.0,0.0
part253,9,R,0.0,0.0
part253,10,P,0.0,0.0
part253,10,R,0.0,0.0
part253,11,P,0.0,0.0
part253,11,R,0.0,0.0
part253,12,P,0.0,0.0
part253,12,R,0.0,0.0
part253,13,P,0.0,0.0
part253,13,R,0.0,0.0
part254,1,P,0.0,0.0
part254,1,R,0.0,0.0
part254,2,P,0.0,0.0
part254,2,R,0.0,0.0
part254,3,P,0.0,0.0
part254,3,R,0.0,0.0
part254,4,P,0.0,0.0
part254,4,R,0.0,0.0
part254,5,P,0.0,0.0
part254,5,R,0.0,0.0
part254,6,P,0.0,0.0
part254,6,R,0.0,0.0
part254,7,P,0.0,0.0
part254,7,R,0.0,0.0
part254,8,P,0.0,0.0
part254,8,R,0.0,0.0
part254,9,P,0.0,0.0
part254,9,R,0.0,0.0
part254,10,P,0.0,0.0
part254,10,R,0.0,0.0
part254,11,P,0.0,0.0
part254,11,R,0.0,0.0
part254,12,P,0.0,0.0
part254,12,R,0.0,0.0
part254,13,P,0.0,0.0
part254,13,R,0.0,0.0
part255,1,P,0.0,0.0
part255,1,R,1290.0,0.0
part255,2,P,0.0,0.0
part255,2,R,0.0,0.0
part255,3,P,0.0,0.0
part255,3,R,0.0,0.0
part255,4,P,0.0,0.0
part255,4,R,0.0,0.0
part255,5,P,0.0,0.0
part255,5,R,6642.0,1290.0
part255,6,P,0.0,0.0
part255,6,R,7230.0,0.0
part255,7,P,0.0,0.0
part255,7,R,6846.0,0.0
part255,8,P,0.0,0.0
part255,8,R,6642.0,0.0
part255,9,P,0.0,0.0
part255,9,R,6720.0,6642.0
part255,10,P,0.0,0.0
part255,10,R,0.0,7230.0
part255,11,P,0.0,0.0
part255,11,R,0.0,6846.0
part255,12,P,0.0,0.0
part255,12,R,0.0,6642.0
part255,13,P,0.0,0.0
part255,13,R,0.0,6720.0
part256,1,P,0.0,0.0
part256,1,R,0.0,0.0
part256,2,P,0.0,0.0
part256,2,R,0.0,0.0
part256,3,P,0.0,0.0
part256,3,R,0.0,0.0
part256,4,P,0.0,0.0
part256,4,R,0.0,0.0
part256,5,P,0.0,0.0
part256,5,R,0.0,0.0
part256,6,P,0.0,0.0
part256,6,R,0.0,0.0
part256,7,P,0.0,0.0
part256,7,R,0.0,0.0
part256,8,P,0.0,0.0
part256,8,R,0.0,0.0
part256,9,P,0.0,0.0
part256,9,R,0.0,0.0
part256,10,P,0.0,0.0
part256,10,R,0.0,0.0
part256,11,P,0.0,0.0
part256,11,R,0.0,0.0
part256,12,P,0.0,0.0
part256,12,R,0.0,0.0
part256,13,P,0.0,0.0
part256,13,R,0.0,0.0
part257,1,P,0.0,0.0
part257,1,R,0.0,0.0
part257,2,P,0.0,0.0
part257,2,R,0.0,0.0
part257,3,P,0.0,0.0
part257,3,R,0.0,0.0
part257,4,P,0.0,0.0
part257,4,R,0.0,0.0
part257,5,P,0.0,0.0
part257,5,R,0.0,0.0
part257,6,P,0.0,0.0
part257,6,R,0.0,0.0
part257,7,P,0.0,0.0
part257,7,R,0.0,0.0
part257,8,P,0.0,0.0
part257,8,R,0.0,0.0
part257,9,P,0.0,0.0
part257,9,R,0.0,0.0
part257,10,P,0.0,0.0
part257,10,R,0.0,0.0
part257,11,P,0.0,0.0
part257,11,R,0.0,0.0
part257,12,P,0.0,0.0
part257,12,R,0.0,0.0
part257,13,P,0.0,0.0
part257,13,R,0.0,0.0
part258,1,P,0.0,0.0
part258,1,R,624.0,0.0
part258,2,P,0.0,0.0
part258,2,R,0.0,0.0
part258,3,P,0.0,0.0
part258,3,R,0.0,0.0
part258,4,P,0.0,0.0
part258,4,R,9464.0,624.0
part258,5,P,0.0,0.0
part258,5,R,9232.0,0.0
part258,6,P,0.0,0.0
part258,6,R,8856.0,0.0
part258,7,P,0.0,0.0
part258,7,R,9640.0,9464.0
part258,8,P,0.0,0.0
part258,8,R,9128.0,9232.0
part258,9,P,0.0,0.0
part258,9,R,8856.0,8856.0
part258,10,P,0.0,0.0
part258,10,R,8960.0,9640.0
part258,11,P,0.0,0.0
part258,11,R,0.0,9128.0
part258,12,P,0.0,0.0
part258,12,R,0.0,8856.0
part258,13,P,0.0,0.0
part258,13,R,0.0,8960.0
part259,1,P,0.0,0.0
part259,1,R,0.0,0.0
part259,2,P,0.0,0.0
part259,2,R,0.0,0.0
part259,3,P,0.0,0.0
part259,3,R,0.0,0.0
part259,4,P,0.0,0.0
part259,4,R,0.0,0.0
part259,5,P,0.0,0.0
part259,5,R,0.0,0.0
part259,6,P,0.0,0.0
part259,6,R,0.0,0.0
part259,7,P,0.0,0.0
part259,7,R,0.0,0.0
part259,8,P,0.0,0.0
part259,8,R,0.0,0.0
part259,9,P,0.0,0.0
part259,9,R,0.0,0.0
part259,10,P,0.0,0.0
part259,10,R,0.0,0.0
part259,11,P,0.0,0.0
part259,11,R,0.0,0.0
part259,12,P,0.0,0.0
part259,12,R,0.0,0.0
part259,13,P,0.0,0.0
part259,13,R,0.0,0.0
part26,1,P,0.0,0.0
part26,1,R,0.0,0.0
part26,2,P,0.0,0.0
part26,2,R,0.0,0.0
part26,3,P,0.0,0.0
part26,3,R,0.0,0.0
part26,4,P,0.0,0.0
part26,4,R,0.0,0.0
part26,5,P,0.0,0.0
part26,5,R,0.0,0.0
part26,6,P,0.0,0.0
part26,6,R,0.0,0.0
part26,7,P,0.0,0.0
part26,7,R,0.0,0.0
part26,8,P,0.0,0.0
part26,8,R,0.0,0.0
part26,9,P,0.0,0.0
part26,9,R,0.0,0.0
part26,10,P,0.0,0.0
part26,10,R,0.0,0.0
part26,11,P,0.0,0.0
part26,11,R,0.0,0.0
part26,12,P,0.0,0.0
part26,12,R,0.0,0.0
part26,13,P,0.0,0.0
part26,13,R,0.0,0.0
part260,1,P,0.0,0.0
part260,1,R,430.0,0.0
part260,2,P,0.0,0.0
part260,2,R,0.0,0.0
part260,3,P,0.0,0.0
part260,3,R,0.0,0.0
part260,4,P,0.0,0.0
part260,4,R,0.0,0.0
part260,5,P,0.0,0.0
part260,5,R,2214.0,430.0
part260,6,P,0.0,0.0
part260,6,R,2410.0,0.0
part260,7,P,0.0,0.0
part260,7,R,2282.0,0.0
part260,8,P,0.0,0.0
part260,8,R,2214.0,0.0
part260,9,P,0.0,0.0
part260,9,R,2240.0,2214.0
part260,10,P,0.0,0.0
part260,10,R,0.0,2410.0
part260,11,P,0.0,0.0
part260,11,R,0.0,2282.0
part260,12,P,0.0,0.0
part260,12,R,0.0,2214.0
part260,13,P,0.0,0.0
part260,13,R,0.0,2240.0
part261,1,P,-0.0,0.0
part261,1,R,-0.0,0.0
part261,2,P,-0.0,0.0
part261,2,R,-0.0,0.0
part261,3,P,-0.0,0.0
part261,3,R,-0.0,0.0
part261,4,P,-0.0,0.0
part261,4,R,-0.0,0.0
part261,5,P,-0.0,0.0
part261,5,R,-0.0,0.0
part261,6,P,-0.0,0.0
part261,6,R,-0.0,0.0
part261,7,P,-0.0,0.0
part261,7,R,-0.0,0.0
part261,8,P,-0.0,0.0
part261,8,R,-0.0,0.0
part261,9,P,-0.0,0.0
part261,9,R,-0.0,0.0
part261,10,P,-0.0,0.0
part261,10,R,-0.0,0.0
part261,11,P,-0.0,0.0
part261,11,R,-0.0,0.0
part261,12,P,-0.0,0.0
part261,12,R,-0.0,0.0
part261,13,P,0.0,0.0
part261,13,R,0.0,0.0
part262,1,P,0.0,0.0
part262,1,R,0.0,0.0
part262,2,P,0.0,0.0
part262,2,R,0.0,0.0
part262,3,P,0.0,0.0
part262,3,R,0.0,0.0
part262,4,P,0.0,0.0
part262,4,R,0.0,0.0
part262,5,P,0.0,0.0
part262,5,R,0.0,0.0
part262,6,P,0.0,0.0
part262,6,R,0.0,0.0
part262,7,P,0.0,0.0
part262,7,R,0.0,0.0
part262,8,P,0.0,0.0
part262,8,R,0.0,0.0
part262,9,P,0.0,0.0
part262,9,R,0.0,0.0
part262,10,P,0.0,0.0
part262,10,R,0.0,0.0
part262,11,P,0.0,0.0
part262,11,R,0.0,0.0
part262,12,P,0.0,0.0
part262,12,R,0.0,0.0
part262,13,P,0.0,0.0
part262,13,R,0.0,0.0
part263,1,P,0.0,0.0
part263,1,R,784.0,0.0
part263,2,P,0.0,0.0
part263,2,R,0.0,0.0
part263,3,P,0.0,0.0
part263,3,R,7763.0,784.0
part263,4,P,0.0,0.0
part263,4,R,7399.0,0.0
part263,5,P,0.0,0.0
part263,5,R,8281.0,7763.0
part263,6,P,0.0,0.0
part263,6,R,8078.0,7399.0
part263,7,P,0.0,0.0
part263,7,R,7749.0,8281.0
part263,8,P,0.0,0.0
part263,8,R,8435.0,8078.0
part263,9,P,0.0,0.0
part263,9,R,7987.0,7749.0
part263,10,P,0.0,0.0
part263,10,R,7749.0,8435.0
part263,11,P,0.0,0.0
part263,11,R,7840.0,7987.0
part263,12,P,0.0,0.0
part263,12,R,0.0,7749.0
part263,13,P,0.0,0.0
part263,13,R,0.0,7840.0
part264,1,P,0.0,0.0
part264,1,R,0.0,0.0
part264,2,P,0.0,0.0
part264,2,R,0.0,0.0
part264,3,P,0.0,0.0
part264,3,R,0.0,0.0
part264,4,P,0.0,0.0
part264,4,R,0.0,0.0
part264,5,P,0.0,0.0
part264,5,R,0.0,0.0
part264,6,P,0.0,0.0
part264,6,R,0.0,0.0
part264,7,P,0.0,0.0
part264,7,R,0.0,0.0
part264,8,P,0.0,0.0
part264,8,R,0.0,0.0
part264,9,P,0.0,0.0
part264,9,R,0.0,0.0
part264,10,P,0.0,0.0
part264,10,R,0.0,0.0
part264,11,P,0.0,0.0
part264,11,R,0.0,0.0
part264,12,P,0.0,0.0
part264,12,R,0.0,0.0
part264,13,P,0.0,0.0
part264,13,R,0.0,0.0
part265,1,P,0.0,0.0
part265,1,R,896.0,0.0
part265,2,P,0.0,0.0
part265,2,R,0.0,0.0
part265,3,P,0.0,0.0
part265,3,R,8872.0,896.0
part265,4,P,0.0,0.0
part265,4,R,8456.0,0.0
part265,5,P,0.0,0.0
part265,5,R,9464.0,8872.0
part265,6,P,0.0,0.0
part265,6,R,9232.0,8456.0
part265,7,P,0.0,0.0
part265,7,R,8856.0,9464.0
part265,8,P,0.0,0.0
part265,8,R,9640.0,9232.0
part265,9,P,0.0,0.0
part265,9,R,9128.0,8856.0
part265,10,P,0.0,0.0
part265,10,R,8856.0,9640.0
part265,11,P,0.0,0.0
part265,11,R,8960.0,9128.0
part265,12,P,0.0,0.0
part265,12,R,0.0,8856.0
part265,13,P,0.0,0.0
part265,13,R,0.0,8960.0
part266,1,P,0.0,0.0
part266,1,R,0.0,0.0
part266,2,P,0.0,0.0
part266,2,R,0.0,0.0
part266,3,P,0.0,0.0
part266,3,R,0.0,0.0
part266,4,P,0.0,0.0
part266,4,R,0.0,0.0
part266,5,P,0.0,0.0
part266,5,R,0.0,0.0
part266,6,P,0.0,0.0
part266,6,R,0.0,0.0
part266,7,P,0.0,0.0
part266,7,R,0.0,0.0
part266,8,P,0.0,0.0
part266,8,R,0.0,0.0
part266,9,P,0.0,0.0
part266,9,R,0.0,0.0
part266,10,P,0.0,0.0
part266,10,R,0.0,0.0
part266,11,P,0.0,0.0
part266,11,R,0.0,0.0
part266,12,P,0.0,0.0
part266,12,R,0.0,0.0
part266,13,P,0.0,0.0
part266,13,R,0.0,0.0
part267,1,P,0.0,0.0
part267,1,R,0.0,0.0
part267,2,P,0.0,0.0
part267,2,R,0.0,0.0
part267,3,P,0.0,0.0
part267,3,R,0.0,0.0
part267,4,P,0.0,0.0
part267,4,R,0.0,0.0
part267,5,P,0.0,0.0
part267,5,R,0.0,0.0
part267,6,P,0.0,0.0
part267,6,R,0.0,0.0
part267,7,P,0.0,0.0
part267,7,R,0.0,0.0
part267,8,P,0.0,0.0
part267,8,R,0.0,0.0
part267,9,P,0.0,0.0
part267,9,R,0.0,0.0
part267,10,P,0.0,0.0
part267,10,R,0.0,0.0
part267,11,P,0.0,0.0
part267,11,R,0.0,0.0
part267,12,P,0.0,0.0
part267,12,R,0.0,0.0
part267,13,P,0.0,0.0
part267,13,R,0.0,0.0
part268,1,P,0.0,0.0
part268,1,R,2616.0,0.0
part268,2,P,0.0,0.0
part268,2,R,0.0,0.0
part268,3,P,0.0,0.0
part268,3,R,0.0,0.0
part268,4,P,0.0,0.0
part268,4,R,0.0,0.0
part268,5,P,0.0,0.0
part268,5,R,0.0,0.0
part268,6,P,0.0,0.0
part268,6,R,9128.0,2616.0
part268,7,P,0.0,0.0
part268,7,R,8856.0,0.0
part268,8,P,0.0,0.0
part268,8,R,8960.0,0.0
part268,9,P,0.0,0.0
part268,9,R,0.0,0.0
part268,10,P,0.0,0.0
part268,10,R,0.0,0.0
part268,11,P,0.0,0.0
part268,11,R,0.0,9128.0
part268,12,P,0.0,0.0
part268,12,R,0.0,8856.0
part268,13,P,0.0,0.0
part268,13,R,0.0,8960.0
part269,1,P,0.0,0.0
part269,1,R,0.0,0.0
part269,2,P,0.0,0.0
part269,2,R,0.0,0.0
part269,3,P,0.0,0.0
part269,3,R,0.0,0.0
part269,4,P,0.0,0.0
part269,4,R,0.0,0.0
part269,5,P,0.0,0.0
part269,5,R,0.0,0.0
part269,6,P,0.0,0.0
part269,6,R,0.0,0.0
part269,7,P,0.0,0.0
part269,7,R,0.0,0.0
part269,8,P,0.0,0.0
part269,8,R,0.0,0.0
part269,9,P,0.0,0.0
part269,9,R,0.0,0.0
part269,10,P,0.0,0.0
part269,10,R,0.0,0.0
part269,11,P,0.0,0.0
part269,11,R,0.0,0.0
part269,12,P,0.0,0.0
part269,12,R,0.0,0.0
part269,13,P,0.0,0.0
part269,13,R,0.0,0.0
part27,1,P,0.0,0.0
part27,1,R,336.0,0.0
part27,2,P,0.0,0.0
part27,2,R,0.0,0.0
part27,3,P,0.0,0.0
part27,3,R,3327.0,336.0
part27,4,P,0.0,0.0
part27,4,R,3171.0,0.0
part27,5,P,0.0,0.0
part27,5,R,3549.0,3327.0
part27,6,P,0.0,0.0
part27,6,R,3462.0,3171.0
part27,7,P,0.0,0.0
part27,7,R,3321.0,3549.0
part27,8,P,0.0,0.0
part27,8,R,3615.0,3462.0
part27,9,P,0.0,0.0
part27,9,R,3423.0,3321.0
part27,10,P,0.0,0.0
part27,10,R,3321.0,3615.0
part27,11,P,0.0,0.0
part27,11,R,3360.0,3423.0
part27,12,P,0.0,0.0
part27,12,R,0.0,3321.0
part27,13,P,0.0,0.0
part27,13,R,0.0,3360.0
part270,1,P,0.0,0.0
part270,1,R,0.0,0.0
part270,2,P,0.0,0.0
part270,2,R,0.0,0.0
part270,3,P,0.0,0.0
part270,3,R,0.0,0.0
part270,4,P,0.0,0.0
part270,4,R,0.0,0.0
part270,5,P,0.0,0.0
part270,5,R,0.0,0.0
part270,6,P,0.0,0.0
part270,6,R,0.0,0.0
part270,7,P,0.0,0.0
part270,7,R,0.0,0.0
part270,8,P,0.0,0.0
part270,8,R,0.0,0.0
part270,9,P,0.0,0.0
part270,9,R,0.0,0.0
part270,10,P,0.0,0.0
part270,10,R,0.0,0.0
part270,11,P,0.0,0.0
part270,11,R,0.0,0.0
part270,12,P,0.0,0.0
part270,12,R,0.0,0.0
part270,13,P,0.0,0.0
part270,13,R,0.0,0.0
part271,1,P,0.0,0.0
part271,1,R,0.0,0.0
part271,2,P,0.0,0.0
part271,2,R,0.0,0.0
part271,3,P,0.0,0.0
part271,3,R,0.0,0.0
part271,4,P,0.0,0.0
part271,4,R,0.0,0.0
part271,5,P,0.0,0.0
part271,5,R,0.0,0.0
part271,6,P,0.0,0.0
part271,6,R,0.0,0.0
part271,7,P,0.0,0.0
part271,7,R,0.0,0.0
part271,8,P,0.0,0.0
part271,8,R,0.0,0.0
part271,9,P,0.0,0.0
part271,9,R,0.0,0.0
part271,10,P,0.0,0.0
part271,10,R,0.0,0.0
part271,11,P,0.0,0.0
part271,11,R,0.0,0.0
part271,12,P,0.0,0.0
part271,12,R,0.0,0.0
part271,13,P,0.0,0.0
part271,13,R,0.0,0.0
